# 2024-11-19 14:02:39
# d41d8cd98f00b204e9800998ecf8427e
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
1.195944719703237125e+00;-6.181382468817293585e+00;-5.053764996797056597e-01;-4.302728847240743781e-01;9.188890480937210448e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.475426673898972751e-01;8.079019048177285001e-01
1.290648720803744931e+00;-6.095141281081239093e+00;-5.445083966733295089e-01;-4.226165221881554301e-01;7.052570818633602245e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.529204679174069659e-01;8.514763064702487450e-01
1.386076153567707969e+00;-6.007979973612170177e+00;-5.833581251692036007e-01;-4.168510045337032177e-01;5.102662506403530390e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.962239052833323116e-01;8.565831427111635366e-01
1.482246948628765493e+00;-5.919950424480985518e+00;-6.220830564465636980e-01;-4.128272601276255505e-01;3.335590661128626233e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.307379272226093070e-01;8.292937657754511083e-01
1.579174749430606539e+00;-5.831103780176357887e+00;-6.608293125765223319e-01;-4.103979044998427583e-01;1.745743152223414030e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.434898829595018910e-01;8.420457215123436923e-01
1.676867885607031594e+00;-5.741490455604726151e+00;-6.997317664220692457e-01;-4.094183954052731389e-01;3.261903670523849576e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.855442600423334643e-01;8.341000985951753099e-01
1.775330150846058386e+00;-5.651160134090308595e+00;-7.389140416380699516e-01;-4.097478185236410608e-01;-9.307793164064808583e-03;1.000000000000000000e+00;0.000000000000000000e+00;8.529204679174070547e-01;8.514763064702488560e-01
1.874561403495595080e+00;-5.560161767375082498e+00;-7.784885126712675074e-01;-4.112493957075288309e-01;-2.033271257813039010e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.802684435571396238e-01;8.081136039913267011e-01
1.974558008555857835e+00;-5.468543575618806329e+00;-8.185563047602807396e-01;-4.137907888219137797e-01;-2.989509663535408132e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.016421349641135174e-01;8.294872953983005726e-01
2.075313139513934146e+00;-5.376353047399001106e+00;-8.592072939356054651e-01;-4.172442552631693280e-01;-3.807647080540414036e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.173673596340664815e-01
2.176816957913705775e+00;-5.283636939710964597e+00;-9.005201070196144908e-01;-4.214866967382172036e-01;-4.495634492299459967e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.740307230102049241e-01;7.725865615630467254e-01
2.279056687764498879e+00;-5.190441277967765110e+00;-9.425621216265560598e-01;-4.263996309255363437e-01;-5.061133187803169842e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
2.382016600971776921e+00;-5.096811356000239712e+00;-9.853894661625566265e-01;-4.318691060848919849e-01;-5.511453952042472820e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
2.485677928988134777e+00;-5.002791736056996896e+00;-1.029047019825618081e+00;-4.377855712649552644e-01;-5.853512809292966274e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
2.590018714875000683e+00;-4.908426248804413028e+00;-1.073568412605619748e+00;-4.440437091635411893e-01;-6.093795532847415264e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
2.695013618962691648e+00;-4.813757993326640339e+00;-1.118976025284316611e+00;-4.505422346036914716e-01;-6.238325466200640018e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
2.800633690318294455e+00;-4.718829337125601597e+00;-1.165280989435340864e+00;-4.571836586971569361e-01;-6.292630954945444000e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.837642951752944231e-01
2.906846115292068600e+00;-4.623681916120983892e+00;-1.212483187424201470e+00;-4.638740167983718132e-01;-6.261709945440936675e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
3.013613953527124689e+00;-4.528356634650254620e+00;-1.260571252408283938e+00;-4.705225570607009522e-01;-6.149990143298157685e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
3.120895870997442145e+00;-4.432893665468641053e+00;-1.309522568336849879e+00;-4.770413855789449875e-01;-5.961283612109328361e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
3.228645878899934374e+00;-4.337332449749154328e+00;-1.359303269951038340e+00;-4.833450635529305539e-01;-5.698734892655533263e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
3.336813086583727550e+00;-4.241711697082568122e+00;-1.409868242783864245e+00;-4.893501514819318388e-01;-5.364761688511975740e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
3.445341476171329909e+00;-4.146069385477424873e+00;-1.461161123160219288e+00;-4.949746949698649034e-01;-4.960986939074255725e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
3.554169706132477291e+00;-4.050442761360041999e+00;-1.513114298196872376e+00;-5.001376461821784858e-01;-4.488160721592620445e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.515208583569082723e-01
3.663230950834309496e+00;-3.954868339574508784e+00;-1.565648905802468516e+00;-5.047582142670806737e-01;-3.946069916971321756e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.397174594819187821e-01
3.772452783036844171e+00;-3.859381903382682388e+00;-1.618674834677528596e+00;-5.087551370754161972e-01;-3.333432959889214703e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;7.897174594819188487e-01
3.881757106459987394e+00;-3.764018504464192727e+00;-1.672090724314452714e+00;-5.120458652466695071e-01;-2.647776288764114652e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
3.991060145952223692e+00;-3.668812462916440698e+00;-1.725783964997513520e+00;-5.145456481578312147e-01;-1.885288329906844793e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
4.100272503483048503e+00;-3.573797367254594626e+00;-1.779630697802865313e+00;-5.161665093684636441e-01;-1.040689707001784051e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
4.209299289211408279e+00;-3.479006074411598703e+00;-1.833495814598534057e+00;-5.168161926167262887e-01;-1.113549052553105883e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
4.318040350137281713e+00;-3.384470709738164107e+00;-1.887232981972199353e+00;-5.164063274305696893e-01;8.882483715607569774e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
4.426391749679630117e+00;-3.290222667002774770e+00;-1.940687001683852886e+00;-5.148829521197803016e-01;1.928973593810290668e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
4.534250064268140257e+00;-3.196292608391685608e+00;-1.993701717708664445e+00;-5.122285680404805586e-01;2.994893645176728569e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.515208583569082723e-01
4.641514216919362390e+00;-3.102710464508917632e+00;-2.046122904172628321e+00;-5.084309594936735621e-01;4.089780844941956484e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.587887158713760627e-01
4.748085909063915366e+00;-3.009505434376273048e+00;-2.097798313455246699e+00;-5.034716640414224065e-01;5.223088053454210539e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.587887158713760627e-01
4.853870035490412072e+00;-2.916705985433314829e+00;-2.148577676189533214e+00;-4.973257374378429740e-01;6.404724340364294222e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.587887158713760627e-01
4.958775111823147341e+00;-2.824339853537380485e+00;-2.198312701262010727e+00;-4.899616792738716864e-01;7.645056808786909741e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.587887158713760627e-01
5.062713720230929582e+00;-2.732434042963579390e+00;-2.246857075812712878e+00;-4.813413359559962634e-01;8.954990336418294783e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.993398817766129927e-01;8.560096033378737923e-01
5.165602979174054532e+00;-2.641014826404789240e+00;-2.294066465235182317e+00;-4.714197932127236479e-01;1.034603029507430577e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.975426673898972307e-01;8.542123889511580304e-01
5.267365043144836889e+00;-2.550107744971662260e+00;-2.339798513176472916e+00;-4.601452741571635530e-01;1.183032044838017854e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.329939933541792518e-01;8.396637149154400070e-01
5.367927638517950406e+00;-2.459737608192617220e+00;-2.383912841537145777e+00;-4.474590639551312421e-01;1.342064507353430969e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.975426673898972307e-01;8.763760697159385105e-01
5.467224641764186543e+00;-2.369928494013846976e+00;-2.426271050471278112e+00;-4.332954886172365461e-01;1.513038033242767588e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.329939933541792518e-01;8.618273956802204872e-01
5.565196706345979294e+00;-2.280703748799315367e+00;-2.466736718386449478e+00;-4.175819836171109634e-01;1.697337492395561975e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.700036711237237208e-01;8.747147909574485292e-01
5.661791944537713839e+00;-2.192085987330751884e+00;-2.505175401943755542e+00;-4.002392981678257189e-01;1.896373406007276496e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.529204679174069881e-01;8.428976627075583927e-01
5.756966670107565243e+00;-2.104097092807664104e+00;-2.541454636057797867e+00;-3.811818931979104041e-01;2.111547397096924794e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.737408611673439962e-01;7.841000985951752655e-01
5.850686207140118889e+00;-2.016758216847326146e+00;-2.575443933896690130e+00;-3.603186052835530839e-01;2.344200692162524136e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.737408611673439962e-01;7.841000985951752655e-01
5.942925769113756473e+00;-1.930089779484784218e+00;-2.607014786882056345e+00;-3.375536645651885936e-01;2.595541009196200566e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.237408611673440406e-01;8.137180559574953564e-01
6.033671410477734476e+00;-1.844111469172854623e+00;-2.636040664689029089e+00;-3.127881709433192325e-01;2.866542740861576233e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.240307230102048797e-01;8.225865615630466587e-01
6.122921050163108170e+00;-1.758842242782123755e+00;-2.662397015246253051e+00;-2.859221476100251014e-01;3.157815441192400874e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.635539880950018565e-01;7.828205047664983374e-01
6.210685562437020302e+00;-1.674300325600951211e+00;-2.685961264735881038e+00;-2.568573009029245791e-01;3.469436681558423774e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
6.296989924984094600e+00;-1.590503211335466460e+00;-2.706612817593574860e+00;-2.255006155113356281e-01;3.800747942941050672e-01;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
6.381874406808900169e+00;-1.507467662109569284e+00;-2.724233056508510664e+00;-1.917688971586434810e-01;4.150117058498277722e-01;1.000000000000000000e+00;0.000000000000000000e+00;8.236311460360616898e-01;7.514763064702487672e-01
6.465395769330143594e+00;-1.425209708464930447e+00;-2.738705342423369604e+00;-1.555943320673095487e-01;4.514678494771308115e-01;1.000000000000000000e+00;0.000000000000000000e+00;8.556565503983162291e-01;7.960985059427390098e-01
6.547628442907281077e+00;-1.343744649360990806e+00;-2.749915014534347169e+00;-1.169310537876455808e-01;4.890073832881828841e-01;1.000000000000000000e+00;0.000000000000000000e+00;9.529204679174070325e-01;7.632797053452382574e-01
6.628665628367550688e+00;-1.263087052174963754e+00;-2.757749390291144298e+00;-7.576258445257261220e-02;5.270219522467328721e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.710485152627336802e+00;7.315498319070210531e-01
6.708620259750757597e+00;-1.183250752701832775e+00;-2.762097765396976268e+00;-3.210999617553583069e-02;5.646258754343300712e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.809475118305872154e+00;7.221869845889035133e-01
6.787625752206645657e+00;-1.104248855154351894e+00;-2.762851437802395616e+00;1.394537050530817411e-02;6.003386051450270156e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.969184806083494221e+00;6.779745107773322843e-01
6.865836357575428650e+00;-1.026093732163046113e+00;-2.759906010436894430e+00;6.220524951935943458e-02;6.321620179549941598e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.065922414932252149e+00;6.367113020062301620e-01
6.943426098727513818e+00;-9.487970247762107512e-01;-2.753169026007531883e+00;1.123457926577522276e-01;6.583179100434610742e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.113511433401442208e+00;6.104933008451962628e-01
7.020585922022091196e+00;-8.723696424599129973e-01;-2.742562727731091776e+00;1.639685974012580205e-01;6.775714795264293766e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.644482736277925516e+00;6.246807656449480106e-01
7.097520008406328351e+00;-7.968217630979902433e-01;-2.728024104285467821e+00;2.166286633390198946e-01;6.890722563558147051e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.547347658917322955e+00;5.514763064702488116e-01
7.174441508322566996e+00;-7.221628329920515288e-01;-2.709504889809672523e+00;2.698500677067645626e-01;6.923456641520956412e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.744967234774173592e+00;5.514763064702488116e-01
7.251567866706484899e+00;-6.484015668614754313e-01;-2.686971563903830962e+00;3.231448251423194584e-01;6.873530741260095445e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.969683090877813347e+00;4.624535293348930876e-01
7.329115947644229578e+00;-5.755459478434108433e-01;-2.660405351629183901e+00;3.760332578650720237e-01;6.744989584513814140e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.196765808243114737e+00;4.758179554955056512e-01
7.407297188758996676e+00;-5.036032274927807473e-01;-2.629802223508085568e+00;4.280636219759980654e-01;6.545816719317855137e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.408739767798465881e+00;4.986899019702066838e-01
7.486313008330082397e+00;-4.325799257822750543e-01;-2.595172895524007206e+00;4.788288875505817277e-01;6.286987235302714527e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.674940890378894043e+00;5.331642074535478670e-01
7.566350655147153326e+00;-3.624818311023575990e-01;-2.556542829121533966e+00;5.279791216298254097e-01;5.981262544481948940e-01;1.000000000000000000e+00;0.000000000000000000e+00;3.010822925650696202e+00;5.964510533008321458e-01
7.647579639223246240e+00;-2.933140002612611985e-01;-2.513952231206365351e+00;5.752287098116579678e-01;5.641951457877744103e-01;1.000000000000000000e+00;0.000000000000000000e+00;3.434473034782191458e+00;6.130196759085019265e-01
7.730148820911035834e+00;-2.250807584849900400e-01;-2.467456054145318767e+00;6.203584611217812794e-01;5.281828471711051964e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.856072902757645693e+00;6.604933008451961962e-01
7.814184177015406796e+00;-1.577856994173177374e-01;-2.417123995766319755e+00;6.632132899924921832e-01;4.912328849778306861e-01;1.000000000000000000e+00;0.000000000000000000e+00;3.310553670096673784e+00;6.552821740734335876e-01
7.899787213159575217e+00;-9.143168511979288260e-02;-2.363040499358416646e+00;7.036965586359250624e-01;4.543060372481098064e-01;1.000000000000000000e+00;0.000000000000000000e+00;3.891553844462867229e+00;7.014763064702488338e-01
7.987033956336412999e+00;-2.602084607173055231e-02;-2.305304753671766793e+00;7.417622840389475058e-01;4.181607015672541006e-01;1.000000000000000000e+00;0.000000000000000000e+00;4.489739939305771088e+00;7.222966997201858419e-01
8.075974441109385893e+00;3.844541882978130820e-02;-2.244030692917646785e+00;7.774063231638339566e-01;3.833561313895436640e-01;1.000000000000000000e+00;0.000000000000000000e+00;3.000292046791740574e+01;7.430073778388405215e-01
8.166632595549019769e+00;1.019664422698847717e-01;-2.179346996768444011e+00;8.106574324194517622e-01;3.502709219048185108e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.050004766407378831e+00;7.897174594819188487e-01
8.259006435539816948e+00;1.645422885159515403e-01;-2.111397090357662432e+00;8.415688334839510620e-01;3.191296725805308210e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.110834782620162109e+00;7.630536170566396548e-01
8.353068485095988649e+00;2.261737534175793374e-01;-2.040339144279922579e+00;8.702106655574164407e-01;2.900322662685470565e-01;1.000000000000000000e+00;0.000000000000000000e+00;3.000292046791740574e+01;7.630536170566396548e-01
8.448766352709496275e+00;2.868623644065987355e-01;-1.966346074590958892e+00;8.966634965771765886e-01;2.629945557188964611e-01;1.000000000000000000e+00;0.000000000000000000e+00;3.000292046791740574e+01;8.341000985951753099e-01
8.546023407184412335e+00;3.466103804970678826e-01;-1.889605542807619054e+00;9.210152216641414036e-01;2.381091736853818142e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.355161450762182973e+00;8.341000985951753099e-01
8.644740184834750707e+00;4.054208377398542118e-01;-1.810319148586663207e+00;9.433826494964175913e-01;2.156208446167164061e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.767102674144724439e+00;8.154173362752341614e-01
8.744803445888679860e+00;4.632980976851528987e-01;-1.728692688452887039e+00;9.639267583027825159e-01;1.956341486282719699e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.854152331960365885e+00;8.627563996309983718e-01
8.846096316424999273e+00;5.202484348528927383e-01;-1.644925721706034016e+00;9.828186696495327945e-01;1.779392448602194476e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.854024268769700168e+00;8.841000985951752433e-01
8.948500616917424821e+00;5.762800952153450673e-01;-1.559210531708171921e+00;1.000210445462855535e+00;1.622113549086114104e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.529204679174069659e-01;9.132797053452382796e-01
9.051898096442952735e+00;6.314032961971693947e-01;-1.471732125882794229e+00;1.016234799011961787e+00;1.481618118583263310e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.754145884169716396e-01;8.835373126243581954e-01
9.156171470421861969e+00;6.856302266754171759e-01;-1.382668235714821225e+00;1.031007484428055232e+00;1.355447395629847118e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.407143492423784448e-01;9.185595096765655221e-01
9.261205296545693244e+00;7.389750469795262067e-01;-1.292189316750603334e+00;1.044629401006272218e+00;1.241503970518568062e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.529204679174070769e-01;9.014763064702487894e-01
9.366886717213125380e+00;7.914538888913276171e-01;-1.200458548597912012e+00;1.057188431524637373e+00;1.137994398292674486e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.329254864569715977e-01
9.473106091618456404e+00;8.430848556450420972e-01;-1.107631834925947523e+00;1.068761040183467959e+00;1.043380414396534728e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.195221055195972326e-01
9.579757536431342757e+00;8.938880219272792305e-01;-1.013857803465336715e+00;1.079413657818249828e+00;9.563378675612577151e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.195221055195972326e-01
9.686739390596802224e+00;9.438854338770409358e-01;-9.192778060081293612e-01;1.089203881650540939e+00;8.757223939821801029e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.213863117600560981e-01;9.114897450551628921e-01
9.793954617023228337e+00;9.931011090857149171e-01;-8.240259184078086996e-01;1.098181515176883893e+00;8.005408870147733003e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.070727665971356046e-01;9.410388017749459211e-01
9.901311151689204948e+00;1.041561036597082879e+00;-7.282289405792778947e-01;1.106389471557513549e+00;7.299279045813826527e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.070727665971356046e-01;9.661837326963763628e-01
1.000872220888492414e+01;1.089293176907315308e+00;-6.320063964988684724e-01;1.113864561465949476e+00;6.631262665560297420e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.132482487040921137e-01;9.780318532737719561e-01
1.011610654982825430e+01;1.136327461964972363e+00;-5.354705342043384331e-01;1.120638184026234052e+00;5.994712071432682643e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.442022767941702366e-01
1.022338872069126658e+01;1.182695795171005537e+00;-4.387263257948698647e-01;1.126736937313276954e+00;5.383775527231880048e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.442022767941702366e-01
1.033049926508616423e+01;1.228432051378754553e+00;-3.418714674310773804e-01;1.132183162971616142e+00;4.793294891845283762e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.442022767941702366e-01
1.043737491524622740e+01;1.273572076893949578e+00;-2.449963793349949071e-01;1.136995437826174848e+00;4.218725627417166391e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.442022767941702366e-01
1.054395876546186983e+01;1.318153689474711232e+00;-1.481842057900863985e-01;1.141189023898872890e+00;3.656076243875363424e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.472327511340574713e-01
1.065020043076575362e+01;1.362216678331551467e+00;-5.151081514124102034e-02;1.144776286976327828e+00;3.101864808575639440e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.070727665971356046e-01;9.410388017749459211e-01
1.075605619338033314e+01;1.405802804127370909e+00;4.495520020522727339e-02;1.147767092757719709e+00;2.553090548746699689e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.070727665971356046e-01;9.410388017749459211e-01
1.086148913902724189e+01;1.448955798977458631e+00;1.411525237815730027e-01;1.150169188605322912e+00;2.007218849812978517e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.353759999510829592e-01;9.754794332461897977e-01
1.096646928483466610e+01;1.491721366449496822e+00;2.370271150586295839e-01;1.151988577976732486e+00;1.462178107968680439e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.442022767941702366e-01
1.107097370025332239e+01;1.534147181563556339e+00;3.325322094458027511e-01;1.153229893690010721e+00;9.163669331064626389e-03;1.000000000000000000e+00;0.000000000000000000e+00;6.294186722244904386e-01;9.442022767941702366e-01
1.117498662209336757e+01;1.576282890792097380e+00;4.276283182910709524e-01;1.153896775212901238e+00;3.686701201355412072e-03;1.000000000000000000e+00;0.000000000000000000e+00;6.794186722244904830e-01;9.442022767941702366e-01
1.127849956451485625e+01;1.618180112059972142e+00;5.222832288809888812e-01;1.153992254127384154e+00;-1.815183840367732161e-03;1.000000000000000000e+00;0.000000000000000000e+00;6.794186722244904830e-01;8.972327511340574269e-01
1.138151142453672726e+01;1.659892434744421053e+00;6.164720044406797328e-01;1.153519150756363132e+00;-7.342675872709373414e-03;1.000000000000000000e+00;0.000000000000000000e+00;6.794186722244904830e-01;8.972327511340574269e-01
1.148402858336899079e+01;1.701475419675074097e+00;7.101769841338451128e-01;1.152480483610560213e+00;-1.289079091692859995e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.794186722244904830e-01;8.972327511340574269e-01
1.158606500361702629e+01;1.742986599133953929e+00;8.033877830627588201e-01;1.150879891790136611e+00;-1.844857185404524813e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.737408611673439962e-01;8.959034974701647336e-01
1.168764232215490395e+01;1.784485476855470987e+00;8.961012922682686233e-01;1.148722068739220781e+00;-2.399882802665765855e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.529204679174069881e-01;8.750831042202278365e-01
1.178878993821785492e+01;1.826033528026427710e+00;9.883216787297974815e-01;1.146013203804328251e+00;-2.951795252141639278e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.529204679174069881e-01;9.250831042202278809e-01
1.188954509602608134e+01;1.867694199286012768e+00;1.080060385365336328e+00;1.142761425916063445e+00;-3.497586017076217968e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.529204679174069881e-01;9.250831042202278809e-01
1.198995296102924613e+01;1.909532908725809275e+00;1.171336131031456063e+00;1.138977241455095601e+00;-4.033609174727161711e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.529204679174069881e-01;9.014763064702487894e-01
1.209006668866139478e+01;1.951617045889787683e+00;1.262174910523297999e+00;1.134673956072415058e+00;-4.555612971613044043e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.029204679174070325e-01;9.014763064702487894e-01
